name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
The Witcher 3: Wild Hunt - Free DLC Program,140,24,169,99,156,67,81,43,191,154,229,195,8,28,142,70,65,69,168,157,113,163,53,73,139,33,202,75,76,147,148,54,62,95,147,53,87,86,56,83,51,80,57,58,119,68,119,107,94,74,79,28,69,46,131,44,35,7,11,18,34,29,137,105
The Witcher 3: Wild Hunt - Game of the Year Edition,396,33,443,325,604,166,230,68,601,434,740,675,14,50,497,269,140,212,605,611,481,501,258,118,317,61,605,197,342,468,489,56,183,246,442,105,224,154,96,211,141,277,150,61,361,246,399,384,376,213,221,25,133,49,373,57,79,17,32,26,85,55,412,541
The Witcher 3: Wild Hunt - Hearts of Stone,36,4,38,26,43,15,19,11,50,30,56,54,5,8,46,24,12,13,40,46,35,44,7,17,25,7,52,12,30,37,40,5,13,21,40,7,19,14,11,20,10,23,15,4,38,17,31,30,37,16,19,3,16,6,33,5,9,4,6,2,9,8,32,35
The Witcher Adventure Game,26,2,15,11,27,6,10,2,36,16,52,32,1,2,27,26,5,9,28,31,21,24,10,11,27,2,34,11,26,35,34,7,6,8,20,2,41,31,21,29,26,44,28,6,36,39,46,46,39,36,34,6,17,7,48,9,11,1,3,1,9,2,9,33
The Witcher: Enhanced Edition,242,10,290,141,305,80,105,55,405,235,503,401,8,25,298,191,69,82,291,339,206,270,124,76,186,24,386,113,292,340,291,37,87,90,272,57,267,184,103,177,110,298,166,22,302,230,342,341,277,205,232,7,94,23,359,25,75,14,15,12,53,22,183,316
The Witness,8,1,19,5,17,0,2,6,17,4,36,19,1,1,21,14,3,6,18,18,9,4,3,2,3,2,24,4,22,29,16,1,2,1,8,1,28,22,13,15,7,30,14,0,20,25,31,31,26,18,26,0,1,0,27,0,3,1,2,1,0,0,5,27
Thea: The Awakening,6,0,8,1,4,0,0,2,8,3,12,7,0,0,8,7,0,1,5,8,3,3,2,2,3,0,9,2,8,10,6,0,2,0,6,2,9,8,5,6,2,11,5,0,9,7,10,10,6,6,7,0,1,0,9,0,0,0,0,0,0,0,3,8
Theme Hospital,112,12,112,54,124,26,44,19,150,116,226,169,4,11,94,61,18,22,128,131,93,111,39,41,134,22,191,88,99,148,154,19,43,39,139,27,130,97,59,83,65,136,76,9,154,109,137,136,120,92,91,14,41,34,194,16,53,7,23,13,24,12,86,89
Theme Park,17,1,16,11,17,3,10,5,27,17,48,29,2,0,14,12,3,4,21,21,15,17,7,9,20,2,37,11,10,32,23,1,1,1,22,3,31,25,21,26,20,34,25,1,32,28,33,35,29,26,27,2,10,7,39,2,15,0,5,1,8,2,11,16
Thief™ 2: The Metal Age,13,2,30,7,19,1,4,18,43,22,54,44,0,1,26,15,0,1,21,26,11,19,21,4,13,3,38,4,45,43,20,2,4,4,33,4,36,28,6,10,3,35,17,0,32,23,39,39,26,19,36,0,3,0,43,0,11,1,1,4,1,0,19,33
Thief™ 3: Deadly Shadows,10,1,23,4,20,0,0,10,30,10,50,31,2,0,24,16,0,2,19,24,14,13,12,9,8,1,37,12,41,36,28,0,1,1,24,1,39,24,17,24,11,42,23,1,34,27,45,46,33,25,33,0,3,0,42,1,13,0,3,2,3,0,6,29
Thief™ Gold,31,2,63,24,61,6,15,18,93,48,113,93,6,7,49,37,3,7,57,59,39,48,47,20,28,4,84,12,82,80,54,2,11,7,65,11,66,49,16,22,13,73,28,4,67,39,84,84,58,29,64,1,4,2,77,2,20,1,2,2,7,3,42,75
Thimbleweed Park,87,1,88,47,102,6,28,12,100,62,157,122,9,3,102,45,7,25,84,111,67,54,17,23,70,13,138,30,77,127,94,6,7,13,86,10,67,47,23,52,25,78,44,7,112,59,89,94,81,53,55,2,10,4,106,2,17,2,4,1,14,4,42,76
Thimbleweed Park - Ransome Unbeeped,3,0,4,3,2,0,1,1,5,2,7,7,1,1,3,0,0,1,3,4,3,3,1,0,3,1,8,1,3,7,4,0,0,0,6,0,4,4,3,2,2,5,3,1,7,2,6,6,3,2,4,0,0,0,7,0,2,0,1,0,2,1,3,2
Think of The Children,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
This Is the Police,5,2,13,5,8,4,4,4,21,5,32,19,0,1,11,18,3,4,7,9,4,5,5,14,3,2,14,7,21,14,6,0,3,2,6,6,30,25,20,22,13,31,20,1,17,26,30,30,27,24,28,1,8,2,31,1,13,3,0,3,5,1,4,17
This Is the Police 2,2,1,2,3,4,0,2,2,9,0,11,7,1,0,3,13,3,3,4,5,4,3,1,5,2,0,6,1,6,6,6,0,2,1,0,0,10,8,7,8,6,11,7,2,6,11,12,11,12,9,8,0,4,0,12,0,3,0,2,1,3,0,1,8
This War of Mine: Soundtrack Edition,12,1,21,6,25,2,7,6,35,5,51,24,4,0,30,36,1,5,19,27,19,13,11,15,9,3,21,9,32,21,16,0,3,5,10,3,39,28,17,31,24,43,31,2,18,38,49,46,43,35,41,0,15,3,30,0,9,1,3,2,3,1,5,36
This War of Mine: Stories - Father's Promise,3,0,3,3,6,0,0,0,3,2,6,2,0,0,5,5,0,2,4,6,5,1,1,0,2,0,3,0,2,3,3,0,1,0,2,1,3,1,2,4,4,5,4,0,2,5,4,5,5,4,4,0,4,1,3,0,0,0,0,0,0,0,1,5
This War of Mine: Stories - Season Pass,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
This War of Mine: The Little Ones,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,1,0,3,3,2,2,1,3,3,0,1,3,3,3,3,3,3,0,0,1,3,0,1,0,1,1,0,0,0,1
Throne of Darkness,3,2,5,2,6,1,2,3,11,4,12,8,1,0,8,4,0,2,4,7,4,4,2,2,2,1,6,0,10,8,5,1,0,2,7,2,8,6,2,4,3,8,4,1,8,6,10,10,5,5,10,1,1,0,8,1,3,0,0,1,3,2,2,7
Thronebreaker: The Witcher Tales,104,14,116,103,134,52,72,33,149,89,205,154,4,12,137,104,56,77,124,144,111,113,34,25,83,15,155,65,102,152,122,15,42,56,102,20,105,83,46,95,56,117,77,27,138,106,149,141,130,97,93,8,48,21,141,23,25,3,7,13,42,16,88,170
Through the Woods,1,0,0,0,6,1,1,1,2,0,6,2,0,1,6,5,0,1,4,6,4,1,0,0,1,0,3,0,4,4,4,1,0,0,1,0,7,2,2,6,4,7,5,0,4,5,7,7,7,6,5,0,3,1,7,0,1,1,0,0,1,0,0,6
Thunderscape,6,0,5,3,5,1,3,4,10,3,13,9,0,0,4,2,0,1,7,5,5,5,1,2,4,0,11,3,8,11,7,0,0,0,8,0,8,7,2,4,3,9,5,1,10,6,8,8,8,6,6,0,1,1,10,0,3,1,0,0,1,0,3,3
Time Commando,9,0,15,4,14,3,6,7,22,10,30,17,1,1,10,6,0,0,10,12,6,15,9,9,12,2,25,7,20,23,14,1,3,2,18,3,17,11,5,11,4,19,11,0,23,13,19,20,15,12,13,1,1,1,26,1,9,1,0,0,2,1,7,11
"Time Gentlemen, Please! + Ben There, Dan That!",8,0,6,5,9,0,0,1,10,4,16,9,0,0,11,4,2,4,5,11,8,3,2,0,4,1,12,3,7,13,10,2,0,1,9,0,9,6,4,5,3,10,6,3,15,6,10,10,8,6,8,0,0,0,13,0,4,0,0,0,3,1,3,7
TimeShift™,3,2,10,1,5,1,1,1,12,7,13,8,0,4,4,8,2,1,7,5,3,8,4,10,5,0,8,8,11,9,6,0,4,2,8,2,12,12,7,5,3,14,6,1,9,9,12,11,6,6,8,0,5,0,14,1,4,0,0,3,1,1,2,5
Timelapse,2,0,3,1,3,0,0,0,3,2,4,4,0,0,2,1,1,1,3,3,3,2,2,0,2,1,4,1,2,3,4,0,0,0,3,0,1,0,0,0,1,1,0,1,2,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,3,3
Timespinner,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,2,2,2,2,2,2,0,1,0,2,0,1,0,0,0,0,0,0,2
Tiny and Big: Grandpa's Leftovers,15,1,17,6,13,5,10,6,18,9,34,19,1,0,13,3,1,1,13,13,5,10,6,4,18,1,33,11,18,31,21,2,3,1,23,2,26,18,8,17,9,30,18,0,32,18,26,27,22,21,13,1,3,2,31,0,8,1,1,1,1,0,7,12
Titan Quest Anniversary Edition,20,1,30,13,29,4,7,9,41,12,61,39,0,0,32,27,2,9,30,32,23,22,12,10,14,2,45,14,41,46,27,0,2,5,27,0,44,38,15,26,12,49,24,3,38,39,55,54,40,29,44,0,12,5,48,3,14,5,0,3,5,0,10,37
Titan Quest: Ragnarök,9,0,9,4,8,0,2,0,11,5,18,10,0,0,10,5,1,2,7,11,5,7,4,0,9,0,15,3,7,14,11,1,1,2,10,2,9,7,3,8,4,10,7,1,14,8,11,12,10,7,11,0,3,0,16,0,3,0,0,0,0,0,3,10
Titan Souls,1,1,11,2,7,1,2,0,13,3,17,8,1,0,8,10,0,0,4,9,6,5,4,6,1,0,7,1,14,10,4,0,0,0,5,1,13,10,5,8,5,14,6,0,6,13,15,15,14,9,15,0,6,1,10,0,2,0,0,0,0,0,2,9
Titan Souls: Digital Special Edition,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,1,1,2,2,0,0,2,2,1,2,2,2,1,1,1,1,0,0,0,0,1,0,0,0,1
Titanic: Adventure Out of Time,12,0,11,8,18,5,6,4,9,10,29,16,0,0,15,9,2,9,17,18,14,8,1,5,14,1,24,7,6,19,18,0,0,2,17,0,17,11,9,12,9,21,11,1,18,13,16,18,19,12,11,1,4,4,23,1,8,1,0,1,2,1,7,15
Titus The Fox: To Marrakech and Back,2,1,3,1,4,0,0,0,5,1,7,3,0,0,3,5,0,0,3,4,1,2,0,1,2,0,4,1,3,6,2,0,0,0,1,0,5,5,3,4,3,8,5,0,5,6,7,7,6,5,6,0,0,1,7,0,4,0,0,1,3,0,1,3
To The Moon,84,6,80,67,131,26,48,7,60,55,180,115,0,2,135,104,30,50,122,146,103,37,28,10,37,3,129,30,53,110,112,2,11,17,47,10,90,56,34,80,68,122,59,5,75,109,116,116,132,74,75,1,54,6,85,15,26,5,2,4,10,3,44,127
Tokyo 42,0,0,0,0,1,0,0,0,3,0,3,1,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,3,3,1,1,1,3,2,0,2,3,3,3,3,3,3,0,1,1,3,0,0,0,0,1,0,0,0,1
Tokyo Xanadu eX+,2,0,4,0,4,0,0,0,6,0,8,5,0,0,5,5,0,0,3,5,3,1,0,2,0,0,4,1,5,4,2,0,0,0,2,0,7,4,2,6,2,7,2,0,4,7,8,8,7,5,8,0,0,0,4,0,1,0,1,0,0,0,0,6
Tom Clancy's Ghost Recon®,6,0,15,2,6,1,3,7,14,8,20,13,3,0,5,8,2,2,8,4,3,7,10,7,4,1,15,4,15,14,7,0,5,1,12,2,18,13,4,7,5,18,8,0,14,13,18,17,17,9,15,0,4,2,19,2,3,0,0,0,0,0,6,14
Tom Clancy's Rainbow Six®,7,3,19,2,14,2,2,7,35,12,43,31,2,1,19,25,0,1,19,17,13,15,16,26,8,2,22,10,35,30,13,0,2,1,17,3,42,31,22,29,17,46,25,0,25,34,49,50,37,27,40,6,13,10,46,7,10,2,0,4,2,0,5,27
Tom Clancy's Splinter Cell®,8,2,15,2,9,3,5,11,26,17,30,25,0,2,6,7,0,1,13,11,6,15,13,5,11,1,25,7,17,25,17,2,3,1,19,4,18,14,7,7,5,19,7,1,19,12,20,19,14,10,15,0,2,2,27,0,6,0,0,2,2,1,13,14
Tomb Raider 1+2+3,17,3,20,9,26,3,7,17,40,18,68,47,8,1,21,26,0,2,27,24,15,17,11,26,16,4,50,17,40,46,29,2,2,3,32,3,51,41,19,30,19,52,27,1,46,42,56,58,45,29,42,2,10,4,62,3,19,2,2,5,9,2,17,28
Tomb Raider: The Angel of Darkness,3,1,5,1,6,2,3,4,16,3,28,11,2,0,8,22,0,0,11,7,5,0,2,8,2,2,9,4,16,10,5,0,0,0,5,1,27,25,19,22,18,27,22,0,7,25,26,27,26,23,26,0,14,2,26,0,9,1,2,1,2,0,3,18
Tomb Raider: The Last Revelation + Chronicles,3,0,6,2,6,0,0,1,8,3,11,11,1,0,6,9,2,2,4,6,2,2,2,5,2,0,5,0,7,5,3,1,1,2,2,1,8,7,3,5,3,9,5,2,3,8,9,9,8,5,8,0,2,1,8,1,2,0,0,0,0,0,4,9
Toonstruck,15,1,14,7,20,2,4,3,19,6,33,29,0,0,21,9,1,4,18,22,15,7,1,2,14,3,30,6,14,29,21,2,1,1,20,1,20,9,4,10,3,25,10,0,31,14,26,26,17,12,13,0,2,2,28,1,5,1,1,1,4,0,6,14
Tooth and Tail,5,1,11,2,4,2,3,3,15,4,25,13,0,0,7,10,0,1,3,6,2,5,2,4,9,4,20,8,17,15,9,1,1,3,9,2,21,20,15,15,7,22,15,1,14,17,23,23,19,19,21,0,8,1,26,0,5,1,2,1,3,0,3,12
Torchlight,58,8,70,32,52,19,28,21,99,53,140,95,9,12,66,54,9,9,48,71,39,63,41,37,51,6,101,41,111,104,72,12,16,15,77,19,94,70,36,59,35,106,59,3,100,76,101,101,82,65,75,4,25,12,121,5,34,5,5,7,9,7,34,72
Torchlight II,10,0,16,7,18,2,4,6,24,9,37,21,2,2,20,10,2,4,17,19,14,17,10,13,11,0,22,5,31,23,18,2,4,4,22,4,22,18,10,14,8,22,14,1,26,16,29,31,25,18,20,0,3,2,28,0,3,2,1,1,3,2,11,20
Toren,4,0,8,2,5,1,0,2,8,2,15,6,2,0,11,7,1,2,2,6,2,5,0,6,4,1,12,10,11,10,7,1,1,0,7,1,14,7,3,11,5,15,10,0,10,12,15,15,15,13,12,1,4,1,16,1,6,1,1,0,0,0,1,9
Toren Deluxe Edition,2,1,1,2,2,0,0,2,0,1,3,2,1,0,2,2,1,1,2,2,1,0,0,0,2,1,4,1,1,2,3,2,1,1,1,1,2,1,1,2,2,2,1,1,0,2,2,2,2,2,1,0,2,0,2,0,1,0,0,0,1,1,1,1
Torin's Passage,14,1,13,7,16,3,5,3,13,10,26,18,1,1,14,6,3,2,12,18,10,6,4,2,15,1,23,6,8,20,19,2,3,7,14,3,12,7,5,6,2,13,7,0,21,11,13,13,12,10,10,0,2,1,18,1,4,0,0,1,2,2,10,8
Torment: Tides of Numenera,20,3,32,10,64,1,1,8,79,8,125,63,0,1,85,98,2,13,51,81,41,13,13,10,2,0,55,6,91,62,37,2,1,1,21,0,109,73,51,87,65,125,85,1,57,112,126,127,115,91,109,1,31,6,88,2,14,3,3,8,2,0,8,101
Torment: Tides of Numenera - Immortal Edition,2,0,3,0,3,0,0,0,5,0,9,5,0,0,7,6,0,1,4,4,3,1,1,0,0,0,5,1,7,6,3,0,0,0,2,0,7,5,3,6,3,9,5,0,3,7,8,9,9,5,7,0,2,1,4,0,1,0,0,0,0,0,0,8
Torment: Tides of Numenera - Immortal Edition Upgrade,0,0,1,0,2,0,0,0,3,0,4,3,0,0,4,4,0,0,1,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,1,3,3,4,4,0,0,4,4,4,4,3,4,0,1,0,1,0,0,0,0,0,0,0,0,4
Torment: Tides of Numenera - Legacy Edition,2,0,2,1,3,0,0,1,3,1,6,5,0,0,4,5,1,1,4,4,3,0,1,0,0,0,3,0,6,3,2,0,0,0,2,0,5,4,3,4,3,6,5,0,2,4,6,7,7,3,5,0,3,0,2,0,2,0,0,0,0,0,0,6
Torment: Tides of Numenera - Legacy Edition Upgrade,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2
Tormentum: Dark Sorrow,6,0,8,3,4,1,2,2,5,4,12,8,0,0,8,5,1,1,4,9,3,3,1,1,4,0,9,3,9,12,7,0,1,0,8,1,8,4,1,3,1,11,2,0,9,6,8,7,10,4,4,0,0,0,8,0,1,0,0,0,0,0,0,8
Total Annihilation: Commander Pack,70,6,101,43,108,23,41,33,127,76,180,151,6,6,81,62,16,22,98,104,72,74,63,30,55,12,141,33,84,121,103,8,15,19,114,10,105,72,30,51,33,120,50,6,113,77,122,126,107,59,90,6,22,15,130,12,35,4,1,5,14,3,73,111
Total Annihilation: Kingdoms + Iron Plague,8,0,17,4,16,1,2,5,31,13,50,33,1,1,17,20,0,0,17,21,8,12,9,9,11,0,37,10,29,36,16,1,4,0,20,3,40,33,17,28,15,42,25,0,34,34,42,42,37,34,32,1,7,2,44,0,11,1,1,1,2,0,10,23
Total Overdose: A Gunslinger's Tale in Mexico,5,1,13,5,6,5,6,4,20,7,25,15,2,0,8,10,2,4,7,8,4,12,11,15,9,0,17,6,17,17,8,4,1,3,12,2,17,17,8,7,5,20,10,1,20,12,24,22,14,12,18,0,4,1,24,1,8,0,0,2,5,0,6,11
Tower 57,2,0,6,2,4,0,1,1,9,2,14,8,1,0,6,8,0,2,4,4,4,4,3,7,1,1,10,1,11,8,5,0,0,0,5,0,9,8,4,8,4,11,8,0,8,8,13,12,11,7,10,0,1,1,11,0,2,0,0,0,0,0,3,7
Tower 57 Two-pack,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tower of Guns,6,1,7,2,2,1,0,1,7,7,14,7,1,0,4,3,1,1,1,2,1,3,3,7,6,0,11,4,11,11,8,1,3,2,9,3,14,11,3,7,5,14,8,1,13,7,13,12,8,8,9,0,1,1,15,0,6,1,0,1,1,0,2,8
Tower of Time,8,1,10,3,5,0,1,2,11,6,15,9,0,0,9,2,0,0,3,8,2,10,1,2,8,0,16,5,12,15,10,1,0,0,12,1,11,5,4,4,2,14,6,0,13,10,14,11,7,6,7,1,2,1,15,0,5,2,1,1,0,0,2,8
Towerfall: Ascension,6,2,8,2,6,0,2,2,9,5,12,9,1,1,8,2,0,0,5,7,4,7,5,0,2,2,11,5,7,12,10,1,1,0,9,2,7,5,3,1,0,10,2,0,11,3,8,8,4,2,5,1,0,0,9,1,2,0,1,1,1,1,3,6
Towerfall: Ascension - Dark World,0,0,1,0,1,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,2,2,1,0,0,0,2,0,2,2,0,0,0,2,0,0,2,1,2,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
Trailblazers,1,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,2,1,1,1,0,2,1,1,1,2,1,1,0,1,0,2,0,1,0,0,0,1,0,0,1
Train Fever,4,2,5,3,5,3,3,1,14,2,22,9,1,0,8,5,0,1,3,7,0,10,1,5,8,0,17,7,15,15,6,0,2,2,12,0,20,15,8,18,6,18,17,1,17,19,23,23,21,17,17,2,5,3,20,2,10,1,2,1,2,0,3,11
Transistor,14,0,28,7,29,3,5,5,43,12,50,33,0,0,32,27,1,2,19,35,17,14,16,6,8,1,31,4,27,30,21,1,2,1,19,1,35,23,9,22,17,41,17,0,26,29,43,43,36,25,29,0,9,2,37,0,2,1,1,1,1,0,8,39
Transistor Soundtrack,4,0,5,3,5,4,5,0,3,3,6,5,0,0,4,1,1,0,4,5,4,0,2,0,2,0,5,0,1,5,5,0,1,0,5,0,2,1,1,0,2,4,0,0,4,2,2,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,3,4
Transport Fever,6,0,7,4,6,1,3,1,8,3,16,10,1,0,13,15,1,2,5,11,3,6,1,7,4,0,10,4,14,10,4,1,1,3,6,0,15,10,7,14,6,14,12,1,12,12,17,17,17,12,14,2,5,3,18,3,1,0,2,0,2,1,3,13
Treasure Adventure Game,71,8,68,38,77,23,40,19,101,65,144,97,4,7,64,46,11,16,73,77,60,63,29,27,64,7,116,45,70,112,91,10,19,15,84,10,85,66,45,54,37,92,55,4,94,73,91,96,76,66,76,8,25,17,111,5,38,5,9,9,11,2,46,73
Trine 2: Complete Story,16,1,14,11,19,4,9,2,10,11,29,21,0,2,19,9,4,8,17,22,16,7,5,2,8,0,27,5,11,24,19,1,2,7,16,1,15,8,3,8,4,17,10,1,19,13,16,17,14,11,9,1,1,2,17,2,5,0,0,0,0,1,10,17
Trine 2: Soundtracks & Artbooks,1,1,2,0,1,2,2,1,1,1,4,2,0,0,2,3,0,0,0,1,0,1,0,1,1,2,2,1,1,3,1,0,0,0,2,1,4,3,2,3,2,4,2,0,3,3,5,5,3,3,3,0,2,1,4,0,2,0,0,1,2,0,0,3
Trine 3: The Artifacts of Power,6,0,9,5,9,2,2,1,10,2,23,10,1,0,17,16,0,2,7,13,6,4,2,1,2,0,16,6,9,16,8,0,0,1,5,0,19,14,6,16,11,19,15,0,9,19,20,19,20,16,17,0,6,0,17,0,3,1,1,3,1,0,3,14
Trine Enchanted Edition,24,0,27,17,29,8,12,4,27,20,43,35,2,0,29,15,4,8,24,33,23,18,12,5,16,4,37,7,17,36,30,2,4,6,27,2,24,17,8,11,7,24,13,2,25,18,26,27,22,14,20,2,7,4,29,4,5,0,0,0,1,0,15,28
Triple Town,6,1,7,3,4,1,1,4,7,6,12,9,1,0,8,1,1,1,5,5,4,6,2,0,7,2,11,4,5,10,7,1,1,3,8,1,8,8,4,2,1,8,4,2,8,4,7,7,2,5,7,0,0,0,8,0,2,2,1,1,3,2,4,5
Tropico 4,6,1,11,7,13,4,6,1,14,5,18,14,1,0,16,9,0,3,9,15,7,7,4,2,3,0,13,2,10,15,10,1,1,2,11,1,11,8,2,6,5,14,7,0,14,11,15,15,14,10,9,0,4,1,12,1,2,0,1,1,0,0,3,12
Tropico 4 - Complete DLC Pack,0,0,2,0,0,0,0,0,2,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,2,4,2,0,0,0,4,0,4,3,0,1,0,4,3,0,4,4,4,4,4,4,2,0,0,0,4,0,3,0,0,0,0,0,0,1
Tropico 5,1,1,6,1,3,0,2,2,9,1,14,5,1,0,8,11,0,0,2,6,1,3,1,4,4,1,11,4,11,9,4,0,1,1,4,1,13,11,6,12,6,14,10,0,8,14,16,15,15,13,13,0,3,4,15,2,3,1,1,1,0,1,2,8
Tropico 5: Complete Collection,1,0,2,0,3,0,1,1,4,1,8,3,0,0,4,5,0,0,3,4,1,1,1,1,2,1,4,1,6,5,3,1,1,1,2,0,6,4,1,6,1,6,6,0,5,6,7,7,6,6,6,0,1,0,5,0,1,0,0,1,1,1,1,5
Tropico Reloaded,6,1,14,2,13,1,4,3,15,3,27,18,3,1,18,12,1,1,12,15,10,5,11,6,4,0,16,1,20,17,11,0,2,1,9,1,16,14,4,9,3,22,11,0,14,18,22,21,20,13,17,0,2,1,18,0,3,1,1,0,0,0,4,22
Turmoil,1,0,2,0,0,0,0,1,3,1,4,4,0,0,2,0,0,0,1,0,0,2,1,2,1,0,5,1,2,4,3,0,0,0,2,0,5,3,3,2,2,5,3,0,3,3,5,4,3,3,4,0,0,0,5,0,3,0,0,0,1,0,0,1
Turmoil - The Heat Is On,2,0,2,1,0,1,1,0,1,2,2,2,0,1,1,0,1,0,1,0,0,1,0,0,2,0,2,1,1,2,2,1,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turok,12,5,27,4,13,3,4,12,35,14,61,37,1,1,17,26,2,1,17,18,7,15,12,17,18,4,45,24,36,44,22,1,1,0,31,4,58,46,29,39,22,63,42,1,46,46,63,63,49,42,46,2,15,6,67,2,26,4,1,9,10,0,7,25
Turok 2: Seeds of Evil,6,0,13,3,13,2,1,4,18,4,30,18,1,0,17,22,1,2,10,18,7,4,6,8,3,0,17,2,22,19,6,1,1,2,9,1,24,18,11,18,11,27,17,2,19,24,30,29,27,17,24,1,7,1,26,1,5,0,1,1,2,1,4,21
Two Worlds Epic Edition,31,2,58,14,56,8,16,20,92,21,139,88,5,2,71,69,3,6,44,70,31,35,18,27,25,5,85,16,93,89,50,0,3,5,49,3,114,93,44,65,41,124,82,1,89,90,124,125,104,82,105,2,22,5,120,0,29,7,7,7,8,1,18,82
Two Worlds II: Call of the Tenebrae,1,1,2,0,2,0,0,0,5,1,5,3,0,0,3,2,0,0,0,2,0,1,0,1,1,0,3,2,2,3,2,0,0,0,1,1,3,2,2,4,1,5,2,0,4,4,4,4,3,4,4,0,1,0,4,0,1,1,0,1,0,0,0,2
Two Worlds II: Epic Edition,4,1,7,1,8,1,2,4,17,3,29,13,1,0,11,16,0,1,6,10,3,2,3,6,3,1,15,6,24,20,7,0,1,0,9,1,30,28,16,22,13,31,24,0,19,25,30,30,27,25,26,1,8,3,32,0,13,0,3,2,1,0,2,13
Tyranny - Bastard's Wound,1,0,3,1,2,1,1,1,3,1,7,3,0,0,5,4,1,1,2,3,0,2,2,3,0,0,4,1,7,6,3,0,1,1,1,0,6,4,1,6,2,6,4,1,5,5,7,7,8,5,6,0,1,0,7,0,0,1,0,0,0,0,1,6
Tyranny - Commander Edition,20,0,39,10,55,5,9,6,67,18,110,73,0,2,73,69,4,3,41,66,30,30,10,5,13,6,62,14,76,65,38,1,3,3,25,5,79,55,27,61,40,89,51,1,53,79,99,100,88,61,78,0,12,1,83,0,6,0,1,0,2,1,14,83
Tyranny - Overlord Edition,4,0,8,1,8,1,1,0,10,1,16,11,0,0,15,11,0,0,4,13,4,3,3,2,1,0,7,0,9,9,3,0,0,0,4,0,11,9,4,9,4,13,8,0,9,11,14,15,14,11,14,0,1,1,9,0,0,0,0,0,0,0,1,13
Tyranny - Portrait Pack,5,3,11,1,6,1,0,5,11,4,24,10,0,2,7,11,1,1,5,5,4,2,3,7,6,5,16,10,10,16,8,1,5,2,9,2,25,24,15,19,11,26,24,0,15,22,27,28,22,25,24,4,11,5,23,4,16,1,5,3,4,2,4,12
Tyranny - Tales from the Tiers,3,0,4,1,2,0,0,1,6,2,8,6,0,1,2,2,0,0,3,5,2,2,2,0,1,0,6,0,6,7,5,0,1,0,3,0,6,4,2,2,2,8,3,0,4,5,7,7,5,2,5,0,1,0,6,0,2,0,0,0,1,0,1,6
Tyrian 2000,79,8,111,43,87,35,51,36,114,93,159,125,16,11,75,32,9,12,81,92,52,63,60,61,73,13,141,39,95,127,103,12,25,25,126,26,71,47,20,23,10,76,27,5,121,38,82,85,54,32,53,2,9,6,114,3,34,3,3,8,9,6,74,75
